0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.06666666666666667,0.06666666666666665,0.06666666666666667,0.01,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666665,0.06666666666666667,0.01,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666665
0.05703333333333334,0.05978571428571427,0.06024444444444445,0.01,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.05978571428571427,0.06666666666666667,0.01,0.06666666666666667,0.05462500000000001,0.06666666666666667,0.06666666666666667,0.0579090909090909
0.05498625000000001,0.05724426729024942,0.05737616462241463,0.01,0.06666666666666667,0.06241931689342404,0.06666666666666667,0.05729743828592041,0.06666666666666667,0.01,0.06344982142857143,0.052577916666666676,0.06666666666666667,0.06666666666666667,0.05577016676505312
0.05251558333333334,0.05419175060861285,0.054296978352375534,0.0,0.06666666666666667,0.05970532125801259,0.06666666666666667,0.0542477446632595,0.06666666666666667,0.0,0.061975070990517425,0.048518058390022684,0.06666666666666667,0.06666666666666667,0.05255710506460285
0.04970361167800454,0.051341702923533364,0.05142272973293801,0.0,0.06666666666666667,0.05750871789652719,0.06666666666666667,0.05134466876148119,0.06666666666666667,0.0,0.060553160610656444,0.044721892814503145,0.06666666666666667,0.06666666666666667,0.04941945208894864
0.04894437856290063,0.04999498698221266,0.04995661798932839,0.0,0.06666666666666667,0.05543314119697708,0.06666666666666667,0.049974689868708656,0.06666666666666667,0.0,0.05921331231519687,0.0434697490602996,0.06666666666666667,0.06666666666666667,0.04820105390916686
0.048693949812059927,0.04930858637921122,0.049234750881208274,0.0,0.06666666666666667,0.05444745816072167,0.06666666666666667,0.049255491761087386,0.06666666666666667,0.0,0.058688887785801655,0.0427610466066361,0.06666666666666667,0.06666666666666667,0.0475435372845927
0.04855220932132723,0.048980250337147105,0.04888446946697682,0.0,0.06666666666666667,0.05396844645331007,0.06666666666666667,0.04889807801375659,0.06666666666666667,0.0,0.0584033076735447,0.04245201865986206,0.06666666666666667,0.06666666666666667,0.04721965298942091
0.051216843172176556,0.051496521162169226,0.051405866754091804,0.01,0.06666666666666667,0.055677874062309014,0.06666666666666667,0.051415615956303486,0.06666666666666667,0.01,0.05952951643451517,0.045952306018777096,0.06666666666666667,0.06666666666666667,0.05000334466935989
0.053511892023192106,0.053715978239973164,0.05363510255523869,0.01,0.06666666666666667,0.057245761832489785,0.06666666666666667,0.053642301545159296,0.06666666666666667,0.01,0.060552546735763706,0.04900679407899485,0.06666666666666667,0.06666666666666667,0.05244793587833887
0.05403115499342913,0.054603368128037365,0.05460185995260742,0.01,0.06666666666666667,0.0586259332505341,0.06666666666666667,0.05453877079067128,0.06666666666666667,0.01,0.061450346256106216,0.04982766811099908,0.06666666666666667,0.06666666666666667,0.05324457553794482
0.05417070357886985,0.05499004068524001,0.05500789725337423,0.01,0.06666666666666667,0.05918140287194276,0.06666666666666667,0.05494228407544275,0.06666666666666667,0.01,0.06174229461328397,0.05023129791850886,0.06666666666666667,0.06666666666666667,0.05361416129615864
0.05204625958370178,0.05311423245214255,0.053147561041743625,0.0,0.06666666666666667,0.05813066794875272,0.06666666666666667,0.05307447943194889,0.06666666666666667,0.0,0.06103471639879032,0.04750469327936982,0.06666666666666667,0.06666666666666667,0.051493260368345534
0.052075797857492875,0.0531912894249511,0.05322982155082729,0.01,0.06666666666666667,0.05824074792759818,0.06666666666666667,0.053157714472590184,0.06666666666666667,0.01,0.06109845936092419,0.047579263767313244,0.06666666666666667,0.06666666666666667,0.05156841832245068
0.05378847484044326,0.05443717596719827,0.0543969079409906,0.01,0.06666666666666667,0.05828610225461266,0.06666666666666667,0.05440637078114215,0.06666666666666667,0.01,0.06112528630078359,0.04973393264599852,0.06666666666666667,0.06666666666666667,0.05314482896812894
0.05415476854981975,0.05489867474677335,0.05491697007184911,0.01,0.06666666666666667,0.05905421970502716,0.06666666666666667,0.05485959624738284,0.06666666666666667,0.01,0.06170385158261392,0.05010751429936605,0.06666666666666667,0.06666666666666667,0.05353499035298913
0.05202150285987322,0.05307349489544039,0.05310426125927698,0.0,0.06666666666666667,0.05806649724373839,0.06666666666666667,0.0530292250242382,0.06666666666666667,0.0,0.060993422109349785,0.0474689137303784,0.06666666666666667,0.06666666666666667,0.05145144703213057
0.04949378274607569,0.05079218931825919,0.05083613983251729,0.0,0.06666666666666667,0.05672400047457724,0.06666666666666667,0.050751471044849,0.06666666666666667,0.0,0.060099627750923326,0.04418866669256957,0.06666666666666667,0.06666666666666667,0.048883676516154925
0.04883773333851392,0.04972994365665032,0.049673525847283975,0.0,0.06666666666666667,0.05505258748533319,0.06666666666666667,0.04968636464022741,0.06666666666666667,0.0,0.058988027547483717,0.0432211124718299,0.06666666666666667,0.06666666666666667,0.04794134794719554
0.05134758912021109,0.05180315957661124,0.051732958655178234,0.01,0.06666666666666667,0.05612442867328613,0.06666666666666667,0.051748736177852625,0.06666666666666667,0.01,0.059794271109049744,0.04624335984173418,0.06666666666666667,0.06666666666666667,0.05030543026444413
